id,address,lat,lng
269,"11612, rue L�pine Montreal",45.505171,-73.814860
270,"18464, boulevard Gouin Ouest Montreal",45.462662,-73.897843
271,"4248, avenue Laval Montreal",45.520606,-73.580600
272,"4611. Rue St-Dominique Montreal",45.521347,-73.587527
273,"3598 Dorion Montreal",45.530435,-73.565904
274,"806/80 Rue Gilford Montreal",45.527928,-73.585080
275,"3977, rue Rivard Montreal",45.521076,-73.574677
276,"4270, rue Papineau, condo 303 Montreal",45.501689,-73.567256
277,"3887 Henri-Julien Montreal",45.518977,-73.575046
278,"3760, rue Sewell Montreal",45.514386,-73.576141
279,"4281, rue de Lanaudi�re Montreal",45.528709,-73.573412
280,"4701, rue Pontiac Montreal",45.526484,-73.584301
281,"4443 Montreal",-33.496952,-70.641843
282,"3827 Henri-julien Montreal",45.518539,-73.574051
283,"4441 de Bullion Montreal",45.521179,-73.584359
284,"174 Fairmount Est Montreal",45.525526,-73.593205
285,"4516 Saint-Andr� Montreal",45.501689,-73.567256
286,"5314, avenue de l'Esplanade Montreal",45.522304,-73.598760
287,"5896, rue Jeanne-Mance Montreal",45.524954,-73.606495
288,"5124, rue de Lanaudi�re Montreal",45.533644,-73.584325
289,"5312, rue Drolet Montreal",45.527694,-73.593178
290,"4547, rue Cartier Montreal",45.534127,-73.574695
291,"4380, rue de Lanaudi�re Montreal",45.529433,-73.575605
292,"4571, rue St-Hubert Montreal",45.526713,-73.582591
293,"4210, rue de Bullion Montreal",45.519455,-73.580869
294,"5162, rue Cartier Montreal",45.536752,-73.580971
295,"4321, rue Rivard Montreal",45.523355,-73.579726
296,"5346, avenue de l'Esplanade Montreal",45.522568,-73.599157
297,"3848, rue Berri Montreal",45.520645,-73.572497
298,"4442, rue Chambord Montreal",45.529424,-73.576865
299,"774, rue de Bienville Montreal",45.526626,-73.582887
300,"1795, 36e avenue Montreal",45.660021,-73.502369
301,"619 Bellevue Montreal",45.684914,-73.491740
302,"15990 Rue Belle-Rive Montreal",45.694768,-73.482633
303,"23 Pauline Donalda Montreal",45.692745,-73.483692
304,"13320, rue Achille Fortier Montreal",45.659100,-73.501610
305,"540, Place du Parc Montreal",45.650742,-73.506415
306,"230, Pierre Mercure Montreal",45.698297,-73.490946
307,"14601, rue Notre-Dame est Montreal",45.676217,-73.493507
308,"15430 Rue Notre-Dame Montreal",45.687416,-73.489660
309,"556, place Nicolas-Senet Montreal",45.655754,-73.493056
310,"1946, 18e Avenue Montreal",45.647807,-73.510290
311,"525, 1 ere avenue Montreal",45.633850,-73.494577
312,"751, 28e avenue Montreal",45.653505,-73.493685
313,"3505, rue Jules Huot Montreal",45.685659,-73.504016
314,"620, place du Parc Montreal",45.650430,-73.506658
315,"294 Avenue Marsh Montreal",45.463350,-73.797241
316,"7, avenue de la Pointe-Claire Montreal",45.506828,-73.812588
317,"78, Baie de Valois Montreal",45.453749,-73.792943
318,"301 Avenue Jaillet Montreal",45.462173,-73.796688
319,"417A Avenue Delmar Montreal",45.460723,-73.797198
320,"60 Belmont Montreal",45.455550,-73.788611
321,"276, avenue Maclean Montreal",45.463439,-73.795126
322,"111, avenue Highgate Montreal",45.442295,-73.826669
323,"352, avenue St-Louis Montreal",45.510670,-73.553900
324,"30, avenue Victoria Montreal",45.438974,-73.663938
325,"53, avenue Bayview Montreal",45.441301,-73.806726
326,"87, avenue Saddlewood Montreal",45.447404,-73.806842
327,"5, avenue Prince Edward Montreal",45.505777,-73.807225
328,"10205, rue Ulric-Gravel Montreal",45.663855,-73.557927
329,"8934, rue Albert Chamberland Montreal",45.650484,-73.585524
330,"12505, 71 avenue Montreal",45.535373,-73.729557
331,"8854 rue Albert-Chamberland Montreal",45.649824,-73.584066
332,"9944 3ieme Rue Montreal",45.660787,-73.563372
333,"12230 94 i�me Avenue Montreal",45.497055,-73.963783
334,"11268, boulevard Perras Montreal",45.673724,-73.537035
335,"9505 boul Gouin est Montreal",45.658583,-73.573859
336,"12336 Louise-Dech�ne Montreal",45.663990,-73.547816
337,"10195 Rue Panis-Charles Montreal",45.656568,-73.552245
338,"12076, rue Henri Christophe Montreal",45.657339,-73.550783
339,"10247, rue Karl-L�v�que Montreal",45.501689,-73.567256
340,"12118, rue Camille Tessier Montreal",45.632210,-73.595519
341,"11653, rue Sylvia Daoust Montreal",45.624866,-73.595489
342,"7570, boulevard Gouin est Montreal",45.636719,-73.606694
343,"12282, rue la Galissonni�re Montreal",45.660411,-73.548628
344,"12054, 15e Avenue Montreal",45.628948,-73.595769
345,"11241, boulevard Perras Montreal",45.673233,-73.538210
346,"10337, rue Sylvain Garneau Montreal",45.658412,-73.561347
347,"12526, 62e Avenue Montreal",45.658431,-73.566054
348,"12535, 55e avenue Montreal",45.655795,-73.571369
349,"5130 Avenue Des Sorbiers Montreal",45.569685,-73.561565
350,"6210 9ieme Avenue Montreal",45.552692,-73.583796
351,"5710 Rue St-Andr� Montreal",45.501689,-73.567256
352,"4666, rue Charlemagne Montreal",45.555526,-73.562315
353,"6065 31e avenue Rosemont Montreal",45.566161,-73.570053
354,"4360 rue de Bellechasse Montreal",45.563980,-73.573499
355,"5945 Rue Viau Montreal",45.569747,-73.567134
356,"7286 22�me Avenue Montreal",45.501689,-73.567256
357,"6385, 10i�me avenue Montreal",45.501689,-73.567256
